model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2018,10300,Manual,45773,Petrol,145,57.7,1
 EcoSport,2017,10000,Manual,24026,Petrol,125,52.3,1
 Fiesta,2017,10000,Manual,20911,Petrol,150,65.7,1
 Fiesta,2016,6950,Manual,44545,Petrol,125,54.3,1.2
 Focus,2016,10500,Automatic,26000,Diesel,30,64.2,2
 Focus,2009,2950,Manual,68500,Petrol,205,42.2,1.6
 Fiesta,2016,8500,Manual,20844,Petrol,0,65.7,1
 EcoSport,2016,8500,Manual,36530,Diesel,30,64.2,1.5
 Fiesta,2018,11600,Manual,26119,Petrol,150,62.8,1
 Focus,2015,6975,Manual,79347,Diesel,0,67.3,1.5
 Focus,2011,5925,Manual,46054,Petrol,145,47.9,1.6
 Focus,2015,8100,Manual,37252,Diesel,20,67.3,1.6
 Fiesta,2009,3800,Manual,67253,Petrol,145,49.6,1.2
 Fiesta,2009,3784,Manual,48555,Petrol,125,51.4,1.2
 Fiesta,2009,4045,Manual,63400,Petrol,145,49.6,1.2
 Focus,2017,8950,Manual,46994,Petrol,20,61.4,1
 Focus,2017,9200,Manual,46249,Petrol,145,61.4,1
 Focus,2016,9313,Manual,42740,Petrol,20,60.1,1
 Fiesta,2018,10000,Manual,19279,Petrol,145,65.7,1
 Focus,2018,17945,Manual,8270,Petrol,145,41.5,2
 Focus,2017,15980,Manual,8144,Petrol,145,41.5,2
 Fiesta,2017,9690,Manual,21523,Petrol,0,65.7,1
 EcoSport,2019,17195,Manual,3097,Petrol,145,51.4,1
 Focus,2014,6695,Manual,65000,Diesel,20,67.3,1.6
 Focus,2009,3295,Manual,80000,Petrol,235,40.4,1.8
 EcoSport,2018,13995,Automatic,4000,Petrol,145,45.6,1
 Focus,2017,12995,Automatic,2000,Petrol,145,51.4,1
 EcoSport,2015,8800,Manual,22837,Petrol,160,44.8,1.5
 Fiesta,2016,8800,Manual,20044,Petrol,0,65.7,1
 Fiesta,2017,9471,Manual,15984,Petrol,0,65.7,1
 Fiesta,2017,8988,Manual,22029,Petrol,0,65.7,1
 EcoSport,2017,10499,Manual,22740,Petrol,125,52.3,1
 EcoSport,2019,14999,Automatic,2587,Petrol,145,45.6,1
 EcoSport,2014,7755,Manual,31700,Diesel,30,61.4,1.5
 EcoSport,2015,9000,Manual,27183,Petrol,125,53.3,1
 EcoSport,2017,9800,Manual,33567,Petrol,125,53.3,1
 Fiesta,2016,9500,Manual,14879,Petrol,0,65.7,1
 Fiesta,2017,9500,Manual,12801,Petrol,0,65.7,1
 Focus,2015,9000,Manual,22331,Petrol,20,61.4,1
 EcoSport,2017,11000,Manual,14386,Petrol,145,52.3,1
 EcoSport,2017,11000,Automatic,11809,Petrol,160,44.8,1.5
 Fiesta,2060,6495,Automatic,54807,Petrol,205,42.8,1.4
 Focus,2017,12500,Manual,20668,Petrol,20,61.4,1
 Focus,2017,12000,Automatic,15238,Petrol,125,51.4,1
 Fiesta,2010,5995,Automatic,55000,Petrol,195,42.8,1.4
 Focus,2015,7695,Manual,75000,Diesel,20,67.3,1.6
 Focus,2015,7695,Manual,67000,Diesel,20,67.3,1.6
 Focus,2011,4495,Manual,87577,Petrol,145,47.9,1.6
 Focus,2008,2500,Manual,98500,Petrol,200,42.2,1.6
 Focus,2007,2495,Manual,78580,Petrol,200,42.2,1.4
 Focus,2018,12995,Manual,17161,Petrol,145,57.7,1
 Fiesta,2015,7495,Manual,26417,Petrol,0,65.7,1
 Fiesta,2013,7695,Automatic,30889,Petrol,150,47.9,1.6
 Fiesta,2015,8495,Manual,25000,Petrol,0,65.7,1
 Focus,2019,16995,Manual,4777,Petrol,145,60.1,1
 Focus,2018,12495,Manual,21215,Petrol,145,57.7,1
 Focus,2014,5995,Manual,36500,Diesel,20,67.3,1.6
 Fiesta,2017,9429,Manual,19491,Petrol,0,65.7,1
 Focus,2006,1495,Manual,105000,Diesel,125,58.9,1.6
 Fiesta,2007,2100,Manual,79000,Petrol,160,41.5,1.2
 Focus,2006,2495,Automatic,70730,Petrol,260,36.7,1.6
 Fiesta,2012,4195,Manual,91598,Petrol,125,48.7,1.4
 Focus,2005,2495,Automatic,87908,Petrol,265,36.7,1.6
 Fiesta,2018,13500,Manual,7181,Petrol,145,65.7,1
 Focus,2019,19500,Manual,3000,Diesel,145,74.3,1.5
 EcoSport,2019,16950,Automatic,1086,Petrol,145,44.1,1
 Focus,2019,17499,Automatic,1478,Petrol,145,50.4,1
 Fiesta,2018,12999,Automatic,7980,Petrol,150,54.3,1
 EcoSport,2017,10995,Automatic,16706,Petrol,150,44.8,1.5
 EcoSport,2015,8499,Manual,20000,Petrol,165,44.8,1.5
 Fiesta,2020,16499,Manual,8786,Petrol,150,60.1,1
 Fiesta,2017,12000,Automatic,7556,Petrol,0,57.7,1
 Fiesta,2012,5500,Manual,64068,Petrol,150,48.7,1.4
 Focus,2015,7500,Manual,53130,Petrol,20,61.4,1
 Fiesta,2019,16250,Manual,1945,Petrol,145,58.9,1
 Fiesta,2013,6000,Manual,58246,Petrol,30,54.3,1.2
 Fiesta,2012,5500,Manual,64068,Diesel,125,51.4,1.4
 Fiesta,2018,12000,Manual,4127,Petrol,150,55.4,1.1
 Fiesta,2017,9000,Manual,24688,Petrol,150,54.3,1.2
 Fiesta,2017,10500,Manual,19136,Petrol,0,65.7,1
 Fiesta,2017,10500,Manual,3500,Petrol,145,64.2,1.1
 Fiesta,2019,14500,Manual,3229,Petrol,145,58.9,1
 Fiesta,2016,9000,Automatic,29727,Petrol,145,47.9,1.6
 Focus,2017,11750,Manual,32746,Diesel,145,74.3,1.5
 Fiesta,2017,11000,Automatic,10782,Petrol,0,57.7,1
 Fiesta,2017,11500,Automatic,6877,Petrol,0,57.7,1
 Fiesta,2019,16500,Manual,756,Petrol,145,58.9,1
 Focus,2017,14000,Automatic,9137,Petrol,125,51.4,1
 Fiesta,2017,11500,Automatic,11949,Petrol,145,47.9,1.6
 Fiesta,2017,12000,Automatic,10310,Petrol,0,57.7,1
 Fiesta,2017,11000,Manual,9066,Petrol,0,65.7,1
 Fiesta,2019,17500,Automatic,2020,Petrol,145,48.7,1
 Fiesta,2009,4000,Manual,49500,Petrol,150,49.6,1.4
 Fiesta,2016,10000,Manual,16749,Petrol,0,65.7,1
 Fiesta,2017,9500,Manual,16565,Petrol,145,64.2,1.1
 Fiesta,2018,11500,Manual,15417,Petrol,145,65.7,1
 Fiesta,2017,12000,Manual,5925,Petrol,0,65.7,1
 EcoSport,2019,16499,Automatic,6070,Petrol,145,44.1,1
 Focus,2019,14899,Manual,2832,Petrol,145,58.9,1
 Fiesta,2018,11999,Manual,17560,Petrol,150,58.9,1
 Focus,2019,17799,Automatic,906,Petrol,150,50.4,1
 Fiesta,2018,10250,Manual,14259,Petrol,150,64.2,1.1
 Focus,2015,7500,Manual,67107,Diesel,0,74.3,1.5
 Focus,2018,12500,Manual,7677,Petrol,150,60.1,1
 Fiesta,2020,13750,Manual,1200,Petrol,145,56.5,1
 Fiesta,2020,14500,Manual,1400,Petrol,145,58.9,1
 Fiesta,2020,16500,Manual,1500,Petrol,145,58.9,1
 Fiesta,2020,15000,Manual,424,Petrol,145,58.9,1
 Fiesta,2020,14000,Manual,525,Petrol,145,58.9,1
 Fiesta,2020,15000,Manual,250,Petrol,145,58.9,1
 Focus,2011,6750,Manual,48000,Petrol,145,47.1,1.6
 Fiesta,2017,8999,Manual,26245,Petrol,0,65.7,1
 Focus,2019,16500,Manual,4591,Petrol,145,58.9,1
 EcoSport,2019,16000,Manual,2498,Diesel,145,58.9,1.5
 Fiesta,2018,11250,Manual,5,Petrol,145,65.7,1
 Fiesta,2016,9999,Manual,14000,Petrol,0,65.7,1
 Fiesta,2020,17500,Manual,25,Petrol,145,58.9,1
 Focus,2015,8299,Manual,41000,Petrol,20,60.1,1
 EcoSport,2017,9500,Manual,22141,Diesel,145,64.2,1.5
 Fiesta,2017,8500,Manual,31413,Petrol,145,65.7,1
 Fiesta,2018,9500,Manual,20000,Petrol,150,64.2,1.1
 Focus,2018,14500,Manual,18500,Petrol,150,60.1,1
 Fiesta,2020,16000,Automatic,500,Petrol,145,48.7,1
 Fiesta,2018,10999,Manual,12500,Petrol,145,65.7,1
 EcoSport,2017,9995,Manual,32764,Diesel,30,64.2,1.5
 Fiesta,2018,10000,Manual,11131,Petrol,145,55.4,1.1
 Fiesta,2017,11000,Automatic,23939,Petrol,145,54.3,1
 Fiesta,2017,10900,Manual,19424,Petrol,145,65.7,1
 Fiesta,2019,12500,Manual,3750,Petrol,145,55.4,1.1
 EcoSport,2019,19000,Automatic,15,Petrol,145,45.6,1
 Fiesta,2019,15000,Manual,1985,Petrol,145,58.9,1
 Fiesta,2015,6900,Manual,37000,Petrol,0,65.7,1
 Fiesta,2020,14999,Manual,79,Petrol,145,56.5,1
 EcoSport,2018,13999,Manual,6500,Petrol,150,52.3,1
 EcoSport,2018,14299,Manual,12111,Petrol,150,51.4,1
 Fiesta,2018,12299,Manual,29200,Petrol,150,65.7,1
 EcoSport,2018,13499,Manual,12100,Petrol,150,54.3,1
 Fiesta,2020,15999,Manual,2100,Petrol,150,58.9,1
 Fiesta,2018,10850,Manual,12000,Petrol,145,65.7,1
 Fiesta,2017,9999,Manual,32990,Petrol,145,65.7,1
 EcoSport,2018,14799,Manual,11668,Petrol,150,54.3,1
 Fiesta,2017,7699,Manual,37879,Petrol,125,54.3,1.2
 Fiesta,2018,9999,Manual,22000,Petrol,150,65.7,1
 Focus,2018,11999,Manual,30953,Petrol,145,50.4,1.5
 EcoSport,2019,15999,Automatic,9858,Petrol,145,45.6,1
 Fiesta,2017,10499,Manual,19348,Petrol,145,65.7,1
 Fiesta,2019,16499,Manual,4156,Petrol,145,58.9,1
 Fiesta,2020,15299,Manual,68,Petrol,145,58.9,1
 Fiesta,2020,16999,Manual,1963,Petrol,145,58.9,1
 Focus,2020,24999,Manual,4900,Petrol,145,34.5,2.3
 Focus,2016,10699,Automatic,26796,Petrol,125,51.4,1
 Focus,2018,12849,Manual,16128,Petrol,145,57.7,1
 EcoSport,2016,9599,Manual,8130,Petrol,125,53.3,1
 Fiesta,2018,10899,Manual,9973,Petrol,145,65.7,1
 EcoSport,2019,18999,Automatic,15,Petrol,145,45.6,1
 Fiesta,2018,10499,Manual,9377,Petrol,145,64.2,1.1
 Fiesta,2019,16660,Automatic,1600,Petrol,145,48.7,1
 Fiesta,2018,13499,Manual,10592,Petrol,145,62.8,1
 EcoSport,2019,18122,Manual,1746,Petrol,145,51.4,1
 Fiesta,2018,13499,Manual,13503,Petrol,145,58.9,1
 EcoSport,2019,16999,Manual,600,Petrol,145,51.4,1
 EcoSport,2016,10600,Manual,12426,Petrol,125,52.3,1
 Fiesta,2018,11850,Automatic,9514,Petrol,145,54.3,1
 Focus,2018,14000,Manual,8724,Diesel,145,74.3,1.5
 Fiesta,2017,7500,Manual,32770,Petrol,145,65.7,1
 Focus,2017,18500,Manual,10960,Petrol,145,41.5,2
 EcoSport,2019,18250,Manual,3386,Petrol,145,54.3,1
 Fiesta,2019,12000,Manual,1808,Petrol,145,55.4,1.1
 Focus,2017,11000,Manual,17339,Petrol,145,60.1,1
 Fiesta,2019,13999,Manual,1779,Petrol,145,55.4,1
 Fiesta,2016,9699,Manual,10452,Petrol,20,62.8,1
 Fiesta,2015,8499,Manual,9264,Petrol,0,65.7,1
 Fiesta,2020,15799,Manual,120,Petrol,150,58.9,1
 EcoSport,2020,17499,Manual,1938,Petrol,145,51.4,1
 Focus,2015,8000,Manual,65000,Diesel,0,74.3,1.5
 Fiesta,2015,8999,Manual,15828,Petrol,20,62.8,1
 Fiesta,2019,15999,Manual,2813,Petrol,145,58.9,1
 Fiesta,2015,8999,Manual,24546,Petrol,0,65.7,1
 EcoSport,2019,15999,Manual,2200,Petrol,145,51.4,1
 Fiesta,2017,9899,Automatic,16303,Petrol,0,57.7,1
 Focus,2016,16000,Manual,19834,Petrol,200,41.5,2
 Fiesta,2018,12500,Automatic,7047,Petrol,145,48.7,1
 EcoSport,2015,7650,Manual,46123,Petrol,125,53.3,1
 Fiesta,2016,7999,Manual,31348,Petrol,125,54.3,1.2
 Focus,2015,9999,Manual,7010,Diesel,20,67.3,1.6
